Date,Barking_and_Dagenham,Barnet,Barnsley,Bath_and_North_East_Somerset,Bedford,Bexley,Birmingham,Blackburn_with_Darwen,Blackpool,Bolton,Bournemouth,Bracknell_Forest,Bradford,Brent,Brighton _and Hove,Bristol,Bromley,Buckinghamshire,Bury,Calderdale,Cambridgeshire,Camden,Central_Bedfordshire,Cheshire_East,Cheshire_West_and_Chester,Cornwall_and_Isles_of_Scilly,County_Durham,Coventry,Croydon,Cumbria,Darlington,Derby,Derbyshire,Devon,Doncaster,Dorset,Dudley,Ealing,East_Riding_of_Yorkshire,East_Sussex,Enfield,Essex,Gateshead,Gloucestershire,Greenwich,Hackney_and_City_of_London,Halton,Hammersmith_and_Fulham,Hampshire,Haringey,Harrow,Hartlepool,Havering,Herefordshire,Hertfordshire,Hillingdon,Hounslow,Isle_of_Wight,Islington,Kensington_and_Chelsea,Kent,Kingston_upon_Hull,Kingston_upon_Thames,Kirklees,Knowsley,Lambeth,Lancashire,Leeds,Leicester,Leicestershire,Lewisham,Lincolnshire,Liverpool,Luton,Manchester,Medway,Merton,Middlesbrough,Milton_Keynes,Newcastle_upon_Tyne,Newham,Norfolk,North_East_Lincolnshire,North_Lincolnshire,North_Somerset,North_Tyneside,North_Yorkshire,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Oldham,Oxfordshire,Peterborough,Plymouth,Portsmouth,Reading,Redbridge,Redcar_and_Cleveland,Richmond_upon_Thames,Rochdale,Rotherham,Rutland,Salford,Sandwell,Sefton,Sheffield,Shropshire,Slough,Solihull,Somerset,South_Gloucestershire,South_Tyneside,Southampton,Southend-on-Sea,Southwark,St_Helens,Staffordshire,Stockport,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Sunderland,Surrey,Sutton,Swindon,Tameside,Telford_and_Wrekin,Thurrock,Torbay,Tower_Hamlets,Trafford,Wakefield,Walsall,Waltham_Forest,Wandsworth,Warrington,Warwickshire,West_Berkshire,West_Sussex,Westminster,Wigan,Wiltshire,Windsor_and_Maidenhead,Wirral,Wokingham,Wolverhampton,Worcestershire,York,East_of_England,London,Midlands,North_East_and_Yorkshire,North_West,South_East,South_West,England,Scotland,Wales,Northern_Ireland,Ayrshire_and_Arran,Borders,Fife,Forth_Valley,Grampian,Greater_Glasgow_and_Clyde,Highlands,Lanarkshire,Lothian,Shetland,Tayside
14.03.2020,5,23,3,1,0,5,5,0,1,3,4,3,4,14,9,4,5,13,3,3,4,19,1,1,3,4,1,3,1,9,2,3,9,14,2,1,4,18,2,1,5,8,1,6,10,11,0,10,41,9,10,0,2,1,21,7,10,2,3,27,11,1,2,1,0,25,6,9,2,4,6,3,6,3,9,2,5,0,2,5,1,0,0,1,0,2,2,8,0,5,6,6,21,1,1,1,3,1,1,2,2,2,0,0,0,1,13,3,2,0,2,2,0,0,2,28,1,4,3,2,0,1,1,15,6,2,2,0,0,7,8,7,1,1,2,9,1,4,3,6,24,3,5,5,5,6,9,2,4,43,313,75,67,69,144,53,925,121,60,34,6,5,6,6,9,31,1,10,25,11,11
13.03.2020,4,14,2,0,0,1,2,0,2,3,3,4,4,4,9,5,4,7,3,2,1,13,0,0,3,5,1,3,1,8,0,1,4,14,0,1,4,8,1,0,2,9,1,5,1,5,0,5,20,3,2,0,1,1,20,4,5,1,1,21,11,1,2,1,0,9,6,7,2,3,5,1,8,3,7,2,4,0,2,5,0,0,0,1,0,3,4,6,0,5,6,6,22,1,1,0,3,1,0,1,2,1,0,0,0,1,3,3,2,0,1,1,0,0,2,13,0,4,2,2,0,1,1,16,6,2,1,0,0,7,6,5,0,1,1,7,1,4,1,4,13,3,4,4,5,4,8,2,4,39,167,59,49,62,110,49,645,85,38,29,4,3,4,6,11,21,0,7,20,6,3
12.03.2020,3,9,2,0,0,0,2,0,2,3,3,4,3,3,8,3,2,4,3,2,1,11,0,0,2,5,1,3,1,7,0,1,4,13,0,0,1,5,0,0,1,6,0,3,1,4,0,3,15,3,1,0,2,1,18,3,5,1,1,19,9,1,1,1,0,7,5,7,2,2,5,1,8,2,7,2,2,0,2,6,0,0,0,1,0,2,4,5,0,3,6,4,17,1,0,0,2,1,0,1,1,1,0,0,0,1,3,2,1,0,1,1,0,0,1,11,0,4,0,2,0,1,1,13,5,2,1,0,0,7,6,4,0,0,1,7,1,4,0,3,12,3,4,1,4,3,4,0,3,32,136,44,44,53,83,42,491,60,19,20,4,2,3,6,7,10,0,7,11,6,4
11.03.2020,1,8,2,0,0,0,2,0,0,3,3,2,1,3,8,3,2,2,3,0,1,7,0,0,0,5,1,3,1,7,0,1,4,13,0,0,1,5,0,0,1,6,0,4,1,4,0,3,13,1,1,0,2,1,18,3,5,1,1,15,5,1,1,1,0,5,5,5,0,2,3,1,6,2,5,2,2,0,2,6,0,0,0,1,0,2,0,5,0,3,6,4,9,1,0,0,0,1,0,1,1,1,0,0,0,1,1,2,1,0,2,1,0,0,1,9,0,4,0,2,0,1,1,10,4,2,1,0,0,7,4,4,0,0,1,3,1,4,0,3,6,3,4,1,2,3,4,0,3,32,104,42,32,43,60,44,387,36,NA,NA,3,2,2,2,6,5,0,4,8,2,2
10.03.2020,1,8,2,0,0,0,1,0,0,3,3,2,1,3,8,2,2,2,3,0,1,5,0,0,0,4,1,3,1,7,0,0,4,13,0,0,1,5,0,0,1,5,0,3,1,3,0,2,10,1,1,0,2,1,16,1,5,1,1,13,5,1,1,0,0,4,4,5,0,2,3,1,5,2,5,2,2,0,2,4,0,0,0,0,1,1,0,5,0,2,5,4,7,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,2,0,0,0,1,8,0,4,0,0,0,1,1,6,2,2,1,0,0,7,4,4,0,0,1,3,0,4,0,3,5,3,4,1,1,3,3,0,3,29,91,36,24,37,51,41,324,27,NA,NA,1,0,2,2,6,3,0,3,7,2,1
09.03.2020,0,5,2,0,0,0,1,0,0,3,2,2,1,3,8,2,1,1,3,0,0,4,0,0,0,4,0,2,0,5,0,0,4,12,0,0,1,5,0,0,1,5,0,3,0,2,0,2,8,0,1,0,2,0,13,1,3,1,0,8,4,1,1,0,0,3,4,5,0,2,3,1,5,2,5,2,1,0,1,4,0,0,0,0,0,1,0,4,0,2,5,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,4,0,0,0,1,1,6,1,2,1,0,0,7,1,4,0,0,1,3,0,4,0,3,3,3,3,0,1,3,2,0,3,24,61,31,22,35,43,38,280,23,NA,NA,1,0,2,2,4,3,0,3,5,2,1
08.03.2020,0,4,2,0,0,0,1,0,0,2,2,2,1,3,7,2,1,1,3,0,0,2,0,0,0,3,0,3,0,5,0,0,4,12,0,0,0,5,0,0,0,5,0,3,0,2,0,2,8,0,1,0,0,0,13,1,3,1,0,8,4,1,1,0,0,3,4,3,0,1,3,1,4,2,5,2,1,0,1,3,0,0,0,0,0,1,0,4,0,2,3,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,4,0,0,0,0,0,5,0,2,1,0,0,6,1,4,0,0,0,3,0,3,0,3,3,3,3,0,1,3,0,0,3,23,51,25,18,31,41,35,244,16,NA,NA,1,0,2,2,4,3,0,2,3,0,1
07.03.2020,0,3,2,0,0,0,1,0,0,1,0,2,1,1,7,1,1,1,4,0,0,2,0,0,0,2,0,1,0,4,0,0,3,10,0,0,0,5,0,0,0,3,0,3,0,2,0,1,2,0,1,0,0,0,8,1,3,1,0,6,2,1,1,0,0,2,2,3,0,1,2,1,3,2,5,2,1,0,1,3,0,0,0,0,0,1,0,2,0,2,3,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,4,0,1,0,0,0,4,0,4,0,0,0,2,0,0,0,3,2,3,3,0,1,2,0,0,3,16,38,17,18,26,30,25,184,11,NA,NA,1,0,2,2,3,1,0,0,1,0,1
